text,lat,lon
a woman carrying a bucket on her head down a path in the jungle,12.222900390625,-86.4334716796875
a group of people walking down a street,-22.883686065673828,-43.22115707397461
a man wearing sunglasses,52.5284538269043,13.44355297088623
a yellow crane,47.506221771240234,19.0648193359375
a skate park with a lot of ramps,43.90106964111328,-79.40850067138672
a small black cat walking on the ground,-27.53616714477539,152.96783447265625
a stone wall,40.82066345214844,-73.94725799560547
a group of people on a beach with boats,19.29656219482422,-81.38500213623047
a bird flying over the town of dubna,42.64298629760742,18.110361099243164
a night view of boats docked in a harbor,43.4047966003418,5.055319786071777
a woman holding up a shirt with a drawing on it,34.077816009521484,-118.26038360595703
a statue of a man in an airport,32.90531539916992,-97.03777313232422
a dandely dandely dandely dandely dandely dandely dandel,45.9497184753418,13.613777160644531
a river in the middle of a forest,51.89554214477539,-3.289371967315674
a body of water,45.88292694091797,10.845714569091797
a woman in a green shirt and black shorts playing tennis,51.43373107910156,-0.21157200634479523
a white car parked in front of a church,41.970481872558594,3.1481831073760986
two women are looking up at a ceiling,35.98179244995117,-78.96501922607422
two beach chairs on a pebble beach,50.81966781616211,-0.14312200248241425
a cannon on a wall,-34.47238540649414,-57.840614318847656
a man and woman sitting on a boat,18.027833938598633,-88.55650329589844
a group of surfers walking on the beach,50.8294677734375,-4.561041831970215
three people standing in a room with a book,40.64344024658203,-111.4955825805664
the sky is lit up by the lights of buildings,24.95046043395996,121.38566589355469
fishermen on the beach at sunset,8.14216423034668,-12.940521240234375
a bowl of food with a spoon and spoon,50.83729553222656,5.732740879058838
cherry blossoms on the banks of the river,38.87861251831055,-77.03916931152344
a group of cars racing down a race track,0.38760799169540405,-78.11073303222656
a field of wildflowers,36.855010986328125,-80.59501647949219
a sheep is being led by police officers,-27.46857261657715,153.0247802734375
a woman holding a stuffed duck in a shopping cart,44.51526641845703,11.328190803527832
the black sand is covered in white snow,63.8224983215332,-18.784561157226562
a group of people standing around a building,29.968616485595703,122.4477767944336
a man standing on the beach with his arms up,10.304109573364258,-85.83943939208984
a narrow alley in the city,51.51091766357422,-0.12665300071239471
a small room with a toilet and a trash can,48.88648986816406,2.340390920639038
two people are flying a bird over the water,53.47067642211914,6.198348045349121
a church in the village of stow,50.52876281738281,-4.983689785003662
a person on a stage with a microphone,50.670352935791016,5.537108898162842
a man sitting on the floor in a shop,-8.587386131286621,115.12435913085938
a black sky with a dark cloud in the background,-33.703250885009766,151.10028076171875
a woman sitting at a table with a candle,53.554298400878906,-0.02061999961733818
a body of water,47.649200439453125,9.463348388671875
a street with a sign that says ' stop ',49.99895477294922,8.271974563598633
a lake with a small island in the middle,37.609046936035156,-119.02908325195312
a field of wildflowers,51.207637786865234,2.923736095428467
a close up of a camera lens,50.82961654663086,-0.1769070029258728
the cake shop at the market,51.58040237426758,-0.12230800092220306
a solar panel on the roof of a house,35.2975959777832,-120.67762756347656
two parrots are sitting on a branch,39.144596099853516,-84.5086669921875
a group of people playing frc in a field,39.93964767456055,-85.35848236083984
the inside of a church with pew pew pew pew pew pew pew pew pew pew pew pew pew pew pew pew pew pew pew pew pew pew pew pew pew pew pew pew pew pew pew pew pew pew pew pew pew pew pew pew pew pew pew pew,41.50986099243164,15.329360008239746
a group of people posing for a picture,32.7746467590332,-96.80152130126953
a pile of garbage on the side of a road,47.928306579589844,106.96495056152344
the clock tower in the old town of person,44.493690490722656,11.342305183410645
a bike parked in front of a building,-37.816749572753906,144.968505859375
a picture of the golden gate bridge,37.807552337646484,-122.47801208496094
a man sitting in an alley in the old city,31.514659881591797,-9.765318870544434
blue flowers in the woods,32.236724853515625,-110.53756713867188
a photo of a purple and yellow light,43.701202392578125,7.285501003265381
a display of old cars in a museum,48.834251403808594,9.152586936950684
a crowd of people standing around a fire,37.755374908447266,-122.4188461303711
a person walking on the beach at sunset,16.256948471069336,-61.26869201660156
a group of people skiing down a snowy slope,36.94366455078125,138.76966857910156
a small bird perched on a branch of a tree,39.4649543762207,-74.44507598876953
a display of clay figures,41.30833435058594,-72.93133544921875
the conservatory at night,37.62098693847656,-77.47156524658203
the band on stage,47.60883331298828,-122.33984375
a woman sitting on the floor,42.20201873779297,-85.59008026123047
a group of people on motorcycles in the fog,19.352609634399414,73.7688980102539
a man kneeling down on a bench in a room,37.27225875854492,-76.71974182128906
a group of people standing around a car,29.917259216308594,-90.10096740722656
a man in a red coat and a woman in a white coat stand in front of a flag,52.85961151123047,-1.690822958946228
a stonehenk in a field,51.17945098876953,-1.8367760181427002
a woman and child are walking in front of a store,41.012420654296875,28.970460891723633
the view from the top of the hill,52.94466781616211,-9.449334144592285
a group of people sitting at a table,40.84123229980469,14.250497817993164
the stadium is empty and empty,35.02407455444336,135.76211547851562
the courtyard of the vatican vatican vatican vatican vatican vatican vatican vatican vatican vatican vatican vatican vatican vatican vatican vatican vatican,41.90599822998047,12.454999923706055
the coast line at the point of the pacific,37.82183074951172,-122.53126525878906
a paved road,38.281715393066406,-7.974528789520264
a group of people sitting on a rock,41.49228286743164,-73.95771789550781
a plate of food on a table with a fork and knife,51.522605895996094,-0.11042799800634384
a bridge over a body of water,55.239349365234375,-6.33188009262085
a spider in its web,50.8946418762207,-1.3397760391235352
a view of the desert from a train,31.907333374023438,-106.58016967773438
a small dog laying on the floor,41.972412109375,2.8272879123687744
a red and white trolley car,55.83600616455078,37.453304290771484
a view of the city through a window,-23.546913146972656,-46.644107818603516
a church in a small town,51.53772735595703,-0.9013929963111877
the entrance to the city,28.263263702392578,77.28195190429688
"a man walks past a building with a flag on it in the city of sao, brazil",51.151084899902344,-2.589768886566162
a small river with a boat in the distance,53.41664123535156,-1.4005420207977295
a boat is traveling down the river,19.260168075561523,-99.0963363647461
a street at night with cars parked on the side,37.79167175292969,-122.41088104248047
a sign at the tokyo international airport,35.67803955078125,139.7653350830078
a dog is standing in front of a store,33.86777877807617,-118.2784652709961
a laptop computer sitting on top of a desk,40.76115036010742,-73.97950744628906
a bird sitting on a branch in a tree,43.822601318359375,-79.183349609375
a group of people are standing in a room,25.03412628173828,121.56097412109375
a man is standing in front of a screen,36.01192855834961,-115.17620086669922
a room with a large wall of wine bottles,38.20846939086914,-122.45189666748047
a ski lift going up a mountain,39.20026779174805,-120.23918151855469
a fire in the dark,40.704078674316406,-74.01480865478516
a view of the city from a window,37.74873733520508,-122.38665008544922
a bridge with a bird flying over it,53.469547271728516,-2.295727014541626
a street with cars driving under a bridge,41.88580322265625,-87.64109802246094
a view of a mountain range from a window,47.3650016784668,9.903665542602539
a man is sitting on a giant statue,13.75680923461914,100.5016860961914
the building is lit up with pink lights,41.38300704956055,2.1673851013183594
a man riding a bike down the street,55.68473434448242,12.551772117614746
a man is leaning on the hood of a car,45.48047637939453,9.189547538757324
a sidewalk with a row of planters,37.77994155883789,-122.45258331298828
a group of people on a boat,39.83000183105469,-98.58000183105469
"the sacal of sacal in sacal, france",48.88594055175781,2.3432199954986572
a stone wall in the mountains,53.02614212036133,-4.101333141326904
a woman sitting on the beach watching the sunset,-2.793881893157959,-40.51860809326172
the building is very old,47.80813980102539,13.038195610046387
a train traveling through a forest filled with trees,49.37519073486328,-123.09528350830078
a man standing in a lake with a net,60.25774383544922,10.728235244750977
a man taking a photo of a mountain,-2.236999988555908,-78.87349700927734
a dog sitting on the floor in front of a laptop,41.96783447265625,-87.66266632080078
the temple of posena,37.312496185302734,13.574638366699219
a group of people playing in a park,-34.030818939208984,151.0611114501953
a view of an airport with a plane in the background,33.64068603515625,-84.43431091308594
a person walking through a forest with a quote,37.750179290771484,-122.40703582763672
a green field,-22.916419982910156,-43.17374801635742
a machine that is sitting in a room,52.829505920410156,-1.6104429960250854
a tree in the middle of a field,42.86180877685547,-7.782783031463623
a small bird is flying over a road,51.462703704833984,-2.622009038925171
a body of water,41.04103469848633,-73.8729476928711
a man playing a guitar,36.59456253051758,-121.86217498779297
a canal with people walking along it,51.54050064086914,-0.1441670060157776
the atrium of the building,33.57572555541992,130.40908813476562
a man taking a picture of a woman with a camera,31.631460189819336,-8.00662899017334
a sunset with clouds and the sun setting,-27.15493392944336,-109.44236755371094
a woman holding a baby in her arms,10.171965599060059,-67.57434844970703
a man standing in front of a crowd of people,30.28183937072754,-97.60901641845703
two men walking down a city street,41.38670349121094,2.1706790924072266
three buns of sesame buns on a green cloth,45.87330627441406,13.533096313476562
a black and white photo of a man standing in front of a truck,-26.218017578125,27.915464401245117
the arc triumph in paris,48.87379837036133,2.294951915740967
a single purple tulipse in the garden,51.88889694213867,-0.19018399715423584
a woman looking at a picture of a man,40.707279205322266,-74.0042953491211
a couple walking through the woods,59.32624816894531,18.102636337280273
a statue of a woman in a white dress,47.49583435058594,19.040206909179688
a view of a lake and trees,61.492027282714844,23.728836059570312
a man and woman taking a self self self self self self self self self self self self self self self self self self self self self self self self self self self self self,38.038063049316406,-121.27085876464844
a runner crosses the finish line at the boston marathon,19.639354705810547,-155.99813842773438
a man and woman sitting at a table,35.21527862548828,-80.85639190673828
a room with a large window and a chandel,47.072200775146484,15.419307708740234
a man wearing a suit and bow tie,43.385658264160156,6.722848892211914
a cemetery with tombstones and trees in the background,40.01732635498047,-75.11975860595703
a woman holding a baby in her arms,53.3917350769043,-2.101069927215576
a woman holding a baby in her arms,32.787174224853516,-117.18903350830078
the garden at the back of the house,49.44488525390625,1.093297004699707
a bike wheel in the dark,50.79683303833008,-3.452500104904175
a group of people sitting at a table,39.92766189575195,-105.11865997314453
a train yard with a train on the tracks,47.49070358276367,8.715806007385254
a table with a vase and a vase on it,-33.44585418701172,-70.6252212524414
a bird standing in the water near some plants,51.773338317871094,0.008282000198960304
a woman with red hair standing in tall grass,51.73872375488281,3.842468023300171
the band performing at the club,1.3278529644012451,103.82354736328125
a building with a neon sign that says ' happy birthday ',39.98067092895508,116.4162826538086
a windmill in a field,52.43223571777344,13.43509578704834
the view from the roof of the building in the evening,37.25731658935547,-6.958465099334717
a little girl sitting on a bench looking out at the ocean,37.44493103027344,25.43661117553711
person performs on stage at the jazz in the park on march 29 2009 in sydney australia,43.41101837158203,-3.779531955718994
a woman holding a baby,54.516666412353516,-128.5885009765625
a bird walking on the beach,7.925273895263672,98.2735595703125
a view of the road from the top of a hill,35.44586944580078,139.30014038085938
a large white tent,45.50627899169922,-122.6675796508789
a peacock with its feathers hanging from a cage,50.54417419433594,-3.875545024871826
a butterfly sitting on a leaf,-34.06185531616211,151.06231689453125
a gate in the middle of a road,35.16142272949219,129.1265411376953
a small fish with a black body and a white head,53.22617721557617,-2.8736109733581543
a stone wall with a plaque on it,45.770606994628906,4.8315911293029785
a tree with leaves,51.47779083251953,-0.0010509999701753259
a group of people sitting in a room,32.18694305419922,34.84588623046875
a man painting a mural on the wall,45.52699661254883,10.197271347045898
a crowd of people in a room with lights on,-37.82090377807617,145.035888671875
fireworkss are lit up the sky over the water,23.569690704345703,119.5616455078125
a cup of coffee,-21.212244033813477,-50.43522262573242
a rock formation in the desert,39.270870208740234,-105.14619445800781
a view of the mountains and clouds from a plane,46.34728240966797,6.005486965179443
a man in a suit,36.68647003173828,-6.086511135101318
a small plant growing in the soil,64.25481414794922,-21.114177703857422
a small boat in the water near a small island,49.653404235839844,-1.6239160299301147
a sunset view from the top of a hill,40.85381317138672,9.688568115234375
a view of the city from a window,39.91997146606445,-86.22093963623047
a group of people standing around a bar,51.043888092041016,3.7248799800872803
a bird is perched on a wooden fence,13.7869873046875,100.25333404541016
a field of tall grass,38.884483337402344,-5.569124221801758
the river at the end of the road,56.0527458190918,-4.218433856964111
a large building with a red dome,18.921743392944336,72.8331298828125
a round glass table with a circular glass top,25.07926368713379,117.0208511352539
a white car parked in front of a building,34.00593566894531,-81.03568267822266
a group of people sitting on a bench,51.35148239135742,3.2834949493408203
a river with trees and bushes in the background,39.73488235473633,-8.057591438293457
a cannon on the side of a hill overlooking a lake,-27.593399047851562,-48.61564636230469
a statue of a dog,37.59363555908203,126.9970932006836
the building at night,50.11991882324219,8.67078685760498
a large screen on the side of a building,43.876426696777344,125.30233001708984
a street with people walking down it,34.68178176879883,135.5000457763672
a jar of mayo mayo mayo mayo mayo mayo mayo mayo mayo mayo mayo mayo mayo mayo mayo mayo mayo mayo,28.347898483276367,-80.62110900878906
the rolling stones performing on stage at the apollo apollo apollo apollo apollo apollo apollo apollo apollo apollo apollo apollo apollo,-33.846824645996094,151.06326293945312
sheep are seen in a field,42.073707580566406,-74.22669219970703
a large banner with the words defa on it,46.7266845703125,-2.3483269214630127
a computer screen with a bunch of records on it,43.7728157043457,-79.32833862304688
a plate of food with meat and vegetables,24.955907821655273,121.22301483154297
a man is silhouetted against the setting sun on the river,55.67146682739258,12.578851699829102
a skier makes his way down a steep slope,47.083213806152344,13.205223083496094
a sign in a bar in tokyo,35.45176315307617,139.6477508544922
a grassy area in front of a brick building,42.33687973022461,-71.09934997558594
a man in a suit talking on a cell,51.50716018676758,-0.13189400732517242
a man is standing in front of a table,41.674293518066406,2.798508882522583
a plate of musselins with a fork and knife,1.3312690258026123,103.79600524902344
a car driving on a highway,38.792694091796875,-77.03278350830078
the interior of a church with a large ceiling,45.81163787841797,9.083263397216797
a large building with a clock tower in the middle,52.3753547668457,4.885537147521973
a group of people walking down a street holding flags,20.92184066772461,-100.75269317626953
a black and white photo of a person with a black background,51.58464431762695,-0.010127999819815159
a white house with a garden in front,51.008785247802734,-1.435431957244873
a group of kittens,37.27616500854492,-121.94166564941406
a bird is standing on a pole in the water,39.348758697509766,-0.32346299290657043
a man standing on the great wall,39.952781677246094,116.38023376464844
a tall building with a lot of windows,39.90924072265625,116.4554672241211
a game of settlers,44.84972381591797,-93.26414489746094
a piece of paper with writing on it,33.62019348144531,-117.68717956542969
a castle in the middle of a lake,57.27115249633789,-5.510158061981201
the sun is setting on the mountains,46.4471435546875,12.379789352416992
a woman with red hair,41.259483337402344,13.4307861328125
a picture of a sign that says cash,3.071070909500122,101.65283966064453
a tall building with balks on the balks,45.4801139831543,9.186630249023438
a black and white photo of a wooden post in the water,44.6205940246582,-1.2461750507354736
a view of a street and a park,35.32720184326172,139.6355438232422
the beach is empty,35.15949249267578,129.16445922851562
a small pond in the woods,30.3094482421875,-84.34616088867188
three chocolates with different designs on them,60.37492752075195,5.337380886077881
a man standing in front of a microphone,-33.92845153808594,18.42381477355957
a small beetle on a rock,56.579166412353516,-169.68099975585938
a man in a space suit stands next to a poster,40.56401443481445,-84.17112731933594
a field of wildflowers,51.603519439697266,-0.04566099867224693
a lake surrounded by trees and a forest,36.34183120727539,138.6304931640625
a view of a city street at night,38.80426025390625,-76.90669250488281
a small building in the middle of a forest,34.994667053222656,135.78533935546875
a night time picture of a street with a house,40.77299880981445,14.799428939819336
a red bird with a long beak,51.530853271484375,-0.15500999987125397
a dirt road,34.07097625732422,-118.22736358642578
a pile of cardboard boxes and a sign,-15.419427871704102,-47.08946228027344
a truck is parked in the snow on a street,42.99034881591797,-71.46402740478516
a woman holding a cat,53.52785873413086,-113.54988098144531
a city skyline with a lot of tall buildings,-33.796077728271484,151.18310546875
a lamp in the dark,51.04787063598633,3.727449893951416
a construction site with a man working on a construction site,46.1418342590332,-122.93883514404297
a woman walking down the street in front of a building,1.3120640516281128,103.8482666015625
a group of people standing around a sign,18.248504638671875,-72.52176666259766
a bathroom with graffiti on the walls and a toilet paper dispenser,51.525299072265625,-0.07950200140476227
a man flying a kite in a field,40.460304260253906,-3.608922004699707
a view of a city from a hill,45.517982482910156,-73.64788055419922
a woman in a dress is standing on a stage,35.7962532043457,-79.30736541748047
a yellow helmet with a black stripe,30.16855812072754,-95.41502380371094
a sunset view from the roof of a building,48.792842864990234,2.5253100395202637
a man is cleaning the floor in a mall,46.77071762084961,-71.28423309326172
a small house at night,47.2027702331543,-1.5723429918289185
a man in a helmet and a sword,41.88844299316406,12.490113258361816
a woman in a red dress is sitting on a wooden bench,11.245333671569824,75.77373504638672
a blue motorcycle parked in a parking lot,35.184173583984375,-106.59615325927734
a group of people sitting around a table,33.77104949951172,-118.37010955810547
a person laying on a couch with a book,39.95224380493164,-75.20137023925781
a cat laying on the floor next to a pair of shoes,34.09381866455078,-84.53668975830078
a statue in a park,51.036441802978516,13.766276359558105
a man sitting at a table in a restaurant,30.27204132080078,-97.75410461425781
a woman sitting at a picnic table with a cooler,39.01506042480469,-94.47600555419922
three heads on a stone wall,42.1891975402832,-7.8025031089782715
a crowd of people,27.734333038330078,-82.74683380126953
a woman sitting at a table with a glass of wine,51.514190673828125,-0.10891900211572647
a woman in a green dress and a green caper,38.78211212158203,-77.01822662353516
a blue and black worm worm,27.67653465270996,-97.30223083496094
a group of people standing in a room,51.653526306152344,5.054536819458008
a group of people standing outside of a building,49.24989700317383,-123.10114288330078
a pipe in the water near the shore,51.95796585083008,1.3465969562530518
a green and brown car,41.387786865234375,2.186321973800659
a woman with red hair and glasses standing on a hill,50.37580108642578,-4.1368889808654785
a large white building,31.986190795898438,35.822635650634766
a group of young people posing for a picture,10.779333114624023,106.7040023803711
a brick wall with a picture of a building,44.751564025878906,-79.8858413696289
a group of people standing around a lake,49.28783416748047,-123.11354064941406
a dog is walking through the tall grass,57.253719329833984,10.548994064331055
the eiff tower in paris,48.85847473144531,2.294339895248413
a woman carrying a bunch of flowers in a village,8.35741901397705,77.02190399169922
a cow laying in the grass,45.92318344116211,9.230917930603027
a view of the city skyline from the water,40.77957534790039,-73.98986053466797
a man sitting on a chair,1.3036789894104004,103.79267120361328
a train with a train car and a train car,36.65583419799805,138.30316162109375
a large field with a body of water in the background,28.864450454711914,-13.872564315795898
the building is pink and white,49.759090423583984,6.648787975311279
a man is walking along the beach,41.96229934692383,3.2279200553894043
a man holding a baby,-15.828620910644531,-47.92966842651367
a white truck with a red and black door,37.55741500854492,-77.47003936767578
a stone face on a wall,42.70747756958008,0.9008030295372009
protesters hold signs during a rally in front of the capitol,38.890655517578125,-77.00554656982422
a group of people sitting at a table,29.79789924621582,35.0108528137207
a group of men standing on a soccer field,45.040164947509766,6.826329231262207
a bush of green leaves,48.70539093017578,2.180377960205078
a group of people walking down a street,51.52241516113281,-0.23071199655532837
a traffic light on a street corner,31.215011596679688,121.41313171386719
a black and white photo of a mountain village,46.277442932128906,12.37146282196045
the top of the tower,37.804317474365234,127.52554321289062
a woman with her head in her hands,27.755661010742188,-17.99940299987793
the sign for the casino,37.54605484008789,-122.30378723144531
a view of the city from a roof,40.70468521118164,-73.99506378173828
the rust on the front of a tractor,49.27001190185547,-123.1312484741211
a fence in the grass,35.13251876831055,33.43550109863281
a tree with lights,42.353675842285156,-71.07182312011719
the stage for the musical performance,34.0185432434082,-118.4976577758789
a plant on a table with a view of the ocean,36.43277359008789,25.422807693481445
a view of boats docked in a harbor,56.620601654052734,-6.0696001052856445
a group of people walking down a street,60.170982360839844,24.936206817626953
a lecture room with a projection screen and people sitting in chairs,41.70625686645508,-87.97518920898438
a wooden fence in the woods,40.54999923706055,-7.966670036315918
a fighter plane in a hangar,51.35647964477539,-0.4639570116996765
a fire burns in the sky above a building,45.43983459472656,9.213665962219238
a book with a picture of mountains in the background,-33.647491455078125,150.2771759033203
a small light in the dark sky,41.57521057128906,-90.49927520751953
a model of a soccer field with a soccer field in the background,60.166534423828125,24.948749542236328
a stage with a screen and a person on it,-33.87366485595703,151.19920349121094
a car parked in front of a brick building,39.0927734375,-94.59363555908203
the view from inside the car,30.39584732055664,-88.94050598144531
a boat is docked on the water,55.18268966674805,-2.5153539180755615
a man sitting at a table outside a restaurant,37.9733772277832,23.72522735595703
a highway with a sign on the side of it,41.49754333496094,-112.05575561523438
a view of the mountains from the top of a mountain,22.40683364868164,113.9529037475586
a group of people sitting at a table,41.36701965332031,9.171581268310547
the interior of the church,44.42045593261719,12.196335792541504
the chandel chandel chandel chandel chandel chandel chandel chandel chandel chandel chandel chandel chandel chan,35.642276763916016,139.7134246826172
a group of people standing on a desert,33.3675537109375,-116.47528839111328
"a road with a sign on it that says, ' the road is closed '",39.4142951965332,3.186846971511841
a large white building,27.721466064453125,85.36192321777344
a train car is parked in the woods,39.26621627807617,-121.0198974609375
a fish on a plate with lemons and lemon slices,51.45207977294922,-2.5910561084747314
the palace of the lost city,32.73310470581055,-117.14713287353516
a sunset over the water and a small village,23.966175079345703,120.234375
a white car,48.78813552856445,9.233912467956543
a boat in the water with a reflection on it,38.69363021850586,-9.207663536071777
a table with a plate of food and a drink,35.09603500366211,-106.66930389404297
a street with a yellow crosswalk,37.74186325073242,-122.43093872070312
a black and white photo of a woman sitting at a table,48.86483383178711,2.346666097640991
a glass of beer next to a bottle of beer,52.16029739379883,-4.433497905731201
a billboard advertising a hearing clinic,13.081483840942383,80.26268005371094
a couple sitting on a bench in a park,60.16743850708008,24.94676971435547
"gondos in venice, italy",45.43206787109375,12.336615562438965
a group of people sitting around a table,3.5828099250793457,98.67169189453125
a man playing a guitar on stage with other people,45.81791305541992,8.826141357421875
a river in the middle of a forest,11.406920433044434,76.70455169677734
a black and white sign hanging from the ceiling,35.170936584472656,-85.100341796875
a man in a suit and tie is sitting on a bench,45.06743240356445,7.677308082580566
"a view of the town of port, oregon",48.490726470947266,-122.69410705566406
a table with a sandwich and a drink,40.747196197509766,-73.99502563476562
a girl sitting in the sand at the beach,43.54428482055664,-5.6925048828125
a plate of food with a meat and fries,10.301830291748047,-84.83024597167969
a football game with a player running for the ball,41.2087516784668,-79.37922668457031
a man holding a check while standing on a stage,29.96647834777832,31.128097534179688
a picture of a mountain with a sun shining through the clouds,-7.977610111236572,112.62299346923828
a long hallway with chairs and pictures on the wall,39.9956169128418,-81.73717498779297
a small child sitting on a couch with a toy car,49.48033142089844,-123.75933074951172
a blue flower with green leaves and a purple frame,45.321163177490234,10.004382133483887
"the old mill house, person",53.75157928466797,-1.896643042564392
a buffet with many different types of food,37.76677322387695,-122.421630859375
a view of a golf course at sunset,44.620121002197266,-110.49089050292969
the dark room with a light shining through the door,51.75383377075195,-1.2604999542236328
the entrance to the station building,59.336204528808594,18.07853889465332
a man with glasses and a beard,-36.87498474121094,174.78372192382812
a woman laying on a bed with her head on her hand,28.281328201293945,-82.71760559082031
a view of a parking lot with people walking around,51.10694885253906,3.9847750663757324
a large white building,46.7701301574707,23.596878051757812
a float with a boat and people in it,34.14604949951172,-118.125
a man standing on a stage with a microphone,34.00307846069336,-84.14542388916016
a woman in a white shirt and jeans,-22.94610023498535,-43.183021545410156
a wooden cross hanging on a wire,-23.03019905090332,-46.975128173828125
a mountain range with snow capped peaks,27.802587509155273,86.71484375
a group of people holding flags,39.11434555053711,-77.56493377685547
a white limousine parked in a parking lot,38.402488708496094,-121.36802673339844
a group of people sitting around a table in a hot pool,47.506221771240234,19.0648193359375
a sign on the side of a building in the city,37.17741394042969,-3.6016271114349365
a sign on the side of a building,26.582500457763672,106.71116638183594
a view of the ocean from a hill,50.42451477050781,-5.0672287940979
a car with a man on top of it,42.25749206542969,-8.448399543762207
a yellow toy car with its door open,-6.844750881195068,107.65198516845703
the statue of person in the park,29.721284866333008,-95.3907470703125
a blue flower in the grass,43.501808166503906,-1.4665030241012573
a white rabbit laying on the ground,51.53565216064453,-0.154666006565094
a cat is sitting on a couch,59.67686462402344,10.879426002502441
a man and woman sitting at a table,40.669979095458984,-73.9791259765625
a green lizard in the dark,3.320607900619507,8.480587005615234
a lake with a few clouds in the sky,59.8831787109375,10.720793724060059
a white bird flying through the air,26.16976547241211,-81.35272979736328
a baby in a hospital bed,42.062034606933594,-70.83023071289062
a painting of a woman in a boat on a river,51.51367950439453,-0.12461499869823456
a table with a cake on it,41.00836944580078,28.975088119506836
a red car parked on a dirt road,36.43733215332031,-121.90483093261719
a view of the city from a window,39.976295471191406,116.31731414794922
a glass of beer on a table,50.848167419433594,4.35433292388916
a statue in the middle of a room,55.67717361450195,12.565269470214844
a roof with a sky background,10.313862800598145,78.66764831542969
the entrance to the red fort,27.221050262451172,77.9499740600586
a model walks the runway at the fashion show,51.483734130859375,-0.18567299842834473
the headstone of a grave with a dog on it,37.534400939941406,-96.6490249633789
a street light in front of a cloudy sky,30.689504623413086,-88.04859924316406
the city of london,51.5057487487793,-0.014247000217437744
a black dog standing in the water,37.49601364135742,-122.4948959350586
prick with prick flowers and prick leaves against a blue sky,27.472028732299805,89.64199829101562
a hill with a small white building on top,36.05575942993164,103.6724853515625
the band on stage,43.074520111083984,-89.38910675048828
a woman in a red bikini top and black shorts playing volleyball,-33.797096252441406,151.2889404296875
a jellyfish in the water,47.855342864990234,-3.9146080017089844
a green building with a sign on it,37.96120071411133,-77.92920684814453
a man wearing a black shirt,48.866519927978516,2.3442070484161377
a woman in a bikini top dancing on the field,38.90687942504883,-76.8662109375
a cup of coffee,49.267173767089844,-123.06965637207031
a crowd of people in green and white holding flags,40.4202995300293,-3.705749034881592
a sun shines through the trees in the snow,43.782501220703125,-89.34166717529297
a whale is diving in the water,-1.5996760129928589,-80.84426879882812
a group of people standing in a large room,51.507564544677734,-0.09933800250291824
a rocky mountain,-9.54150390625,-77.46631622314453
a lighthouse sits on a grassy hill,41.08510971069336,-72.44562530517578
a pond with a few trees in the background,52.42302703857422,-0.6772350072860718
a street sign in the middle of a city,36.135318756103516,-115.1591567993164
a man standing in front of a room full of people,40.72905349731445,-73.9944076538086
a view of a city from a window,37.376373291015625,-122.0337905883789
a red flower with a white background,-22.915393829345703,-43.20270538330078
a little girl in a red dress and a little girl in a white dress,-26.219749450683594,-49.40431594848633
a group of people standing in a room,38.704925537109375,-9.145752906799316
a woman in the car looking out the window,-36.011409759521484,-59.08592987060547
a man is riding an escalator in a subway station,48.85844421386719,2.3474690914154053
a col of photos of a desert,31.414600372314453,-7.954101085662842
sand castle at the sand castle,53.022010803222656,9.897007942199707
a sign in the middle of a street,51.519264221191406,-0.09183800220489502
a woman sitting on a couch,51.81821823120117,4.671248912811279
